source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
proteome_fr65	mus musculus	Myotube	not applicable	not available	1	proteome_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	65	1	proteome_fr65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr64	mus musculus	Myotube	not applicable	not available	1	proteome_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	64	1	proteome_fr64.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr43	mus musculus	Myotube	not applicable	not available	1	proteome_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	43	1	proteome_fr43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr25	mus musculus	Myotube	not applicable	not available	1	proteome_fr25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	25	1	proteome_fr25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr67	mus musculus	Myotube	not applicable	not available	1	proteome_fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	67	1	proteome_fr67.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr60	mus musculus	Myotube	not applicable	not available	1	proteome_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	60	1	proteome_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr34	mus musculus	Myotube	not applicable	not available	1	proteome_fr34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	34	1	proteome_fr34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr11	mus musculus	Myotube	not applicable	not available	1	proteome_fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	11	1	proteome_fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr12	mus musculus	Myotube	not applicable	not available	1	proteome_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	12	1	proteome_fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr49	mus musculus	Myotube	not applicable	not available	1	proteome_fr49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	49	1	proteome_fr49.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr15	mus musculus	Myotube	not applicable	not available	1	proteome_fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	15	1	proteome_fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr27	mus musculus	Myotube	not applicable	not available	1	proteome_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	27	1	proteome_fr27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr14	mus musculus	Myotube	not applicable	not available	1	proteome_fr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	14	1	proteome_fr14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr7	mus musculus	Myotube	not applicable	not available	1	proteome_fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	7	1	proteome_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr42	mus musculus	Myotube	not applicable	not available	1	proteome_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	42	1	proteome_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr36	mus musculus	Myotube	not applicable	not available	1	proteome_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	36	1	proteome_fr36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr13	mus musculus	Myotube	not applicable	not available	1	proteome_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	13	1	proteome_fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr29	mus musculus	Myotube	not applicable	not available	1	proteome_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	29	1	proteome_fr29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr24	mus musculus	Myotube	not applicable	not available	1	proteome_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	24	1	proteome_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr55	mus musculus	Myotube	not applicable	not available	1	proteome_fr55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	55	1	proteome_fr55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr8	mus musculus	Myotube	not applicable	not available	1	proteome_fr8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	8	1	proteome_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr53	mus musculus	Myotube	not applicable	not available	1	proteome_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	53	1	proteome_fr53.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr52	mus musculus	Myotube	not applicable	not available	1	proteome_fr52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	52	1	proteome_fr52.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
